report_number,accident_year,accident_date,operator_id,operator_name,pipeline_location,pipeline_type,liquid_type,accident_city,accident_county,accident_state,accident_latitude,accident_longitude,cause_category,unintentional_release,intentional_release,liquid_recover,net_loss,liquid_ignition,liquid_explosion,pipeline_shutdown,public_evacuations,all_injuries,all_fatalities,property_damage_costs,lost_commodity_costs,public_private_property_damage_costs,emergency_response_costs,environmental_remediation_costs,other_costs,all_costs,close_time
20100097,2010,2010-03-27T22:30:00Z,5320,PROGRESS ENERGY,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",ST PETERSBURG,PINELLAS,FL,27.86028,-82.59958,INCORRECT OPERATION,286,NA,191,95,NO,NO,NO,0,0,0,15000,75000,0,212000,100000,35000,437000,0
20100055,2010,2010-03-29T10:15:00Z,31684,CONOCOPHILLIPS,ONSHORE,ABOVEGROUND,CRUDE OIL,SULPHUR,CALCASIEU,LA,30.15957,-93.33989,CORROSION,0.6,NA,0.6,0,NO,NO,YES,0,0,0,10000,30,0,5000,1100,0,16130,465
20100059,2010,2010-03-29T18:45:00Z,1845,"BUCKEYE PARTNERS, LP",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",BOURBONNAIS,KANKAKEE,IL,41.1784,-87.8504,EXCAVATION DAMAGE,40,NA,40,0,NO,NO,YES,0,0,0,6900,1140,0,22550,84700,0,115290,2477
20100058,2010,2010-03-30T14:00:00Z,31618,ENTERPRISE PRODUCTS OPERATING LLC,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",SALISBURY,CHARITON,MO,39.46308,-92.87136,NATURAL FORCE DAMAGE,656,0,0,656,NO,NO,YES,16,0,0,81600,29000,0,0,0,0,110600,4513
20100052,2010,2010-03-31T09:00:00Z,2552,COLONIAL PIPELINE CO,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CHARLOTTE COURTHOUSE,CHARLOTTE,VA,37.15778,-78.835,NATURAL FORCE DAMAGE,1.2,0,1.2,0,NO,NO,NO,NA,0,0,30,140,0,56000,67226,0,123396,0
20100063,2010,2010-04-03T14:55:00Z,31720,KINDER MORGAN PIPELINES (USA) INC,ONSHORE,ABOVEGROUND,CRUDE OIL,GOWER,BUCHANAN,MO,39.64343,-94.61827,CORROSION,20,NA,20,0,NO,NO,YES,0,0,0,90000,240,0,51000,48000,0,189240,239
20100056,2010,2010-04-05T07:55:00Z,22610,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TULSA,TULSA,OK,36.13252,-96.02906,MATERIAL/WELD/EQUIP FAILURE,0.12,0,0.12,0,NO,NO,NA,NA,0,0,8000,12,0,0,0,0,8012,0
20110155,2010,2010-04-05T09:10:00Z,32483,"BRIDGER LAKE, LLC",ONSHORE,UNDERGROUND,CRUDE OIL,ROBERTSON,UINTA,WY,41.184974,-110.410612,INCORRECT OPERATION,0,0,0,0,YES,NO,YES,0,0,0,0,0,0,0,0,4000000,4000000,0
20100065,2010,2010-04-05T23:00:00Z,18718,SUNOCO PIPELINE L.P.,ONSHORE,ABOVEGROUND,CRUDE OIL,PHAROAH,OKFUSKEE,OK,35.42148,-96.14583,MATERIAL/WELD/EQUIP FAILURE,3,NA,3,0,NO,NO,YES,0,0,0,2901,249,0,4665,0,0,7815,720
20100066,2010,2010-04-05T23:45:00Z,2731,CHEVRON PIPE LINE CO,ONSHORE,UNDERGROUND,CRUDE OIL,VENICE,PLAQUEMINE,LA,29.2564,-89.1883,EXCAVATION DAMAGE,400,NA,185,215,NO,NO,YES,0,0,0,2200000,33600,0,8700000,3000000,0,13933600,227823
20100028,2010,2010-04-07T01:46:00Z,2730,CHEVRON PRODUCTS COMPANY,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",LOUISVILLE,JEFFERSON,KY,38.1337,-85.5012,MATERIAL/WELD/EQUIP FAILURE,4,0,4,0,YES,NO,YES,0,0,0,45000,504,0,35000,20000,0,100504,0
20100060,2010,2010-04-07T10:45:00Z,22610,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",WALNUT SPRINGS,BOSQUE,TX,32.06374,-97.81895,MATERIAL/WELD/EQUIP FAILURE,0.71,0,0.71,0,NO,NO,YES,NA,0,0,14500,90,0,4000,18000,0,36590,0
20100064,2010,2010-04-08T18:58:00Z,31684,CONOCOPHILLIPS,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GREEN RIDGE,PETTIS,MO,38.63064,-93.39656,NATURAL FORCE DAMAGE,0.24,0,0.07,0.17,NO,NO,YES,NA,0,0,0,27,0,0,0,0,27,932
20100062,2010,2010-04-09T14:00:00Z,300,"PLAINS PIPELINE, L.P.",ONSHORE,TANK,CRUDE OIL,HERMLEIGH,SCURRY,TX,32.5375,-100.8377,MATERIAL/WELD/EQUIP FAILURE,0.36,0,0.36,0,NO,NO,NA,NA,0,0,0,30,0,125,125,1500,1780,0
20100075,2010,2010-04-10T18:40:00Z,18718,SUNOCO PIPELINE L.P.,ONSHORE,UNDERGROUND,CRUDE OIL,CASHION,LOGAN COUNTY,OK,35.86572,-97.62111,MATERIAL/WELD/EQUIP FAILURE,0.02,NA,0,0.02,NO,NO,YES,0,0,0,131956,2,0,35946,0,0,167904,19458
20100069,2010,2010-04-12T16:36:00Z,15674,PLANTATION PIPE LINE CO,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",LOUDON,LOUDON,TN,35.76698,-84.36458,MATERIAL/WELD/EQUIP FAILURE,4.76,NA,4.76,0,NO,NO,NA,NA,0,0,3500,424,0,27095,0,0,31019,0
20100070,2010,2010-04-13T12:01:00Z,19237,"TE PRODUCTS PIPELINE COMPANY, LLC",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",SEYMOUR,JACKSON,IN,39.02601,-85.85146,INCORRECT OPERATION,0.01,NA,0.01,0,YES,NO,NO,0,1,0,0,37,0,75,0,35117,35229,0
20100077,2010,2010-04-13T12:25:00Z,4805,EXPLORER PIPELINE CO,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PORT ARTHUR,JEFFERSON,TX,29.90083,-94.00556,MATERIAL/WELD/EQUIP FAILURE,0.1,0,0.1,0,NO,NO,NO,NA,0,0,0,9,0,0,30008,72952,102969,0
20100076,2010,2010-04-14T11:30:00Z,4906,EXXONMOBIL PIPELINE CO,ONSHORE,UNDERGROUND,CRUDE OIL,LONGVIEW,"GREGG  COUNTY, TEXAS",TX,32.47413,-94.7185,CORROSION,0.84,0,0.84,0,NO,NO,NO,0,0,0,0,86,0,5000,0,0,5086,0
20100080,2010,2010-04-15T20:25:00Z,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,ONSHORE,TANK,CRUDE OIL,BEAUMONT,JEFFERSON,TX,29.99763,-94.07668,CORROSION,15,0,15,0,NO,NO,YES,0,0,0,0,0,0,20000,0,300,20300,205
20100068,2010,2010-04-16T08:14:00Z,19237,"TE PRODUCTS PIPELINE COMPANY, LLC",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",QULIN,BUTLER,MO,36.5746,-90.1886,MATERIAL/WELD/EQUIP FAILURE,0.98,0,0.98,0,NO,NO,NO,NA,0,0,5000,0,0,0,0,0,5000,0
20100149,2010,2010-04-16T09:35:00Z,22855,"KOCH PIPELINE COMPANY, L.P.",ONSHORE,ABOVEGROUND,CRUDE OIL,REFUGIO,REFUGIO,TX,28.279502,-97.29544,MATERIAL/WELD/EQUIP FAILURE,0.12,0,0,0.12,NO,NO,NA,NA,0,0,0,9,0,0,2500,0,2509,0
20100081,2010,2010-04-17T19:00:00Z,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",ONSHORE,UNDERGROUND,CRUDE OIL,DEER RIVER,ITASCA,MN,47.31006,-93.73207,MATERIAL/WELD/EQUIP FAILURE,5,0,4,1,NO,NO,YES,0,0,0,550000,350,20000,180000,216000,0,966350,1450
20100085,2010,2010-04-20T14:56:00Z,22610,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PEMBERTON,BLUE EARTH,MN,44.000221,-93.782668,MATERIAL/WELD/EQUIP FAILURE,25,0,25,0,NO,NO,YES,NA,0,0,6500,675,500,75000,60000,0,142675,1316
20100083,2010,2010-04-23T16:32:00Z,31618,ENTERPRISE PRODUCTS OPERATING LLC,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",SOLOMON,OTTAWA,KS,38.98742,-97.4042,EXCAVATION DAMAGE,1669,0,10,1659,NO,NO,YES,3,0,0,170034,129618,2460,110000,163297,0,575409,8721
20100079,2010,2010-04-24T19:30:00Z,32147,MARATHON PIPE LINE LLC,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",JACKSON,EAST FELICIANA,LA,30.70863,-91.27566,OTHER OUTSIDE FORCE DAMAGE,13,0,13,0,NO,NO,NO,0,0,0,0,1149,0,46135,0,0,47284,0
20100078,2010,2010-04-25T09:00:00Z,32147,MARATHON PIPE LINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,SAMARIA,MONROE,MI,41.80708,-83.60071,MATERIAL/WELD/EQUIP FAILURE,91,0,79,12,NO,NO,YES,0,0,0,0,7018,0,171265,925684,0,1103967,723
20100074,2010,2010-04-26T09:15:00Z,22610,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OLATHE,JOHNSON,KS,38.88188,-94.74432,MATERIAL/WELD/EQUIP FAILURE,1,0,0.25,0.75,NO,NO,NO,0,0,0,10,100,0,1000,12000,0,13110,0
20100096,2010,2010-04-26T10:18:00Z,2731,CHEVRON PIPE LINE CO,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TWIN FALLS,HANSEN,ID,42.51862,-114.27034,CORROSION,22,0,21,1,NO,NO,YES,0,0,0,38199,2772,0,15060,36825,0,92856,1930
20100094,2010,2010-04-26T10:35:00Z,12105,"MAGELLAN AMMONIA PIPELINE, L.P.",ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",MCPHERSON,MCPHERSON,KS,38.47623,-97.72254,MATERIAL/WELD/EQUIP FAILURE,2,0,0,2,NO,NO,YES,NA,0,0,10000,153,2500,13000,92000,0,117653,259
20100088,2010,2010-04-26T12:00:00Z,2552,COLONIAL PIPELINE CO,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",AUSTELL,COBB,GA,33.85651,-84.62941,CORROSION,3,0,3,0,NO,NO,NO,NA,0,0,0,380,0,0,28500,0,28880,0
20100067,2010,2010-04-27T14:00:00Z,30003,HOUSTON REFINING LP.,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",HOUSTON,HARRIS,TX,29.7169,-95.2364,MATERIAL/WELD/EQUIP FAILURE,0.25,NA,0.15,0.1,NO,NO,YES,NA,0,0,5754,25,0,0,72409,0,78188,4920
20100089,2010,2010-04-28T12:00:00Z,31174,"SHELL PIPELINE CO., L.P.",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PASADENA,HARRIS,TX,29.7268,-95.141,CORROSION,0.6,0,0,0.6,NO,NO,NO,0,0,0,0,75,0,4500,0,0,4575,0
20100098,2010,2010-04-28T12:55:00Z,12105,"MAGELLAN AMMONIA PIPELINE, L.P.",ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",SCHALLER,IDA,IA,42.45589,-95.32798,MATERIAL/WELD/EQUIP FAILURE,0.36,0.05,0,0.36,NO,NO,NO,NA,0,0,12000,30,5000,0,15000,0,32030,0
20100095,2010,2010-04-29T09:55:00Z,32109,ONEOK NGL PIPELINE LP,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",TOWANDA,BUTLER,KS,37.81654,-97.02048,EXCAVATION DAMAGE,770,606,0,770,NO,NO,YES,0,0,0,43500,50127,0,0,0,0,93627,3151
20100099,2010,2010-04-29T17:20:00Z,1845,"BUCKEYE PARTNERS, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",LINDEN,UNION,NJ,40.6054,-74.2383,MATERIAL/WELD/EQUIP FAILURE,0.71,0,0.71,0,NO,NO,NO,0,0,0,0,0,0,2007,21600,0,23607,0
20100073,2010,2010-04-30T07:00:00Z,19237,"TE PRODUCTS PIPELINE COMPANY, LLC",ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PORT ARTHUR,JEFFERSON,TX,29.91232,-94.01006,INCORRECT OPERATION,1,NA,0.95,0.05,NO,NO,NO,NA,0,0,0,0,0,0,0,1800,1800,0
20100104,2010,2010-05-04T22:10:00Z,26134,EXXONMOBIL OIL CORP - WEST COAST,ONSHORE,ABOVEGROUND,CRUDE OIL,SAN  PEDRO  CALIFORNIA,LOS ANGELES,CA,33.735001,-118.27167,MATERIAL/WELD/EQUIP FAILURE,2,0,2,0,NO,NO,NO,0,0,0,0,130,0,13245,0,5000,18375,0
20100105,2010,2010-05-07T13:00:00Z,26125,CALNEV PIPELINE CO,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",LAS VEGAS,CLARK,NV,36.253344,-115.045311,CORROSION,5.75,0,5.75,0,NO,NO,NO,0,0,0,14000,518,0,0,25000,0,39518,0
20100086,2010,2010-05-10T08:00:00Z,31570,TESORO - HIGH PLAINS PIPELINE COMPANY,ONSHORE,ABOVEGROUND,CRUDE OIL,TIOGA,WILLIAMS COUNTY,ND,48.39475,-102.9138,MATERIAL/WELD/EQUIP FAILURE,40,0,40,0,NO,NO,YES,0,0,0,100,0,0,0,5000,0,5100,360
20100092,2010,2010-05-10T18:00:00Z,30829,"TEPPCO CRUDE PIPELINE, LLC",ONSHORE,UNDERGROUND,CRUDE OIL,HOBBS,LEA,NM,32.611,-103.0763,CORROSION,2,NA,0.48,1.52,NO,NO,NO,NA,0,0,30000,100,1000,NA,20000,NA,51100,0
20100108,2010,2010-05-12T10:10:00Z,31555,KINDER MORGAN CO2 CO. LP,ONSHORE,ABOVEGROUND,CO2 (CARBON DIOXIDE),DENVER CITY,GAINES COUNTY,TX,32.47042,-102.46394,MATERIAL/WELD/EQUIP FAILURE,0.53,0,0,0.53,NO,NO,NO,0,0,0,0,23,0,0,0,800,823,0
20100112,2010,2010-05-16T00:00:00Z,300,"PLAINS PIPELINE, L.P.",ONSHORE,ABOVEGROUND,CRUDE OIL,CRANE,CRANE,TX,31.42962,-102.380665,MATERIAL/WELD/EQUIP FAILURE,9,0,9,0,NO,NO,YES,0,0,0,0,425,0,700,10000,250,11375,140
20100109,2010,2010-05-16T02:30:00Z,31174,"SHELL PIPELINE CO., L.P.",ONSHORE,TANK,CRUDE OIL,ST. JAMES,ASSUMPTION,LA,30.0119001,-90.8508001,NATURAL FORCE DAMAGE,125,0,125,0,NO,NO,NO,NA,0,0,679337,0,0,700000,0,500000,1879337,0
20100111,2010,2010-05-16T06:45:00Z,31684,CONOCOPHILLIPS,ONSHORE,ABOVEGROUND,CRUDE OIL,GRAHAM,YOUNG,TX,33.07358,-98.58654,MATERIAL/WELD/EQUIP FAILURE,3,0,2,1,NO,NO,NA,NA,0,0,3500,75,3500,6500,8000,2000,23575,0
20100103,2010,2010-05-16T14:50:00Z,30829,"TEPPCO CRUDE PIPELINE, LLC",ONSHORE,TANK,CRUDE OIL,TEXAS CITY,GALVESTON,TX,29.34921,-94.93901,MATERIAL/WELD/EQUIP FAILURE,13,NA,12,1,NO,NO,NO,NA,0,0,3500,72,0,0,190639,375,194586,0
20100090,2010,2010-05-17T07:00:00Z,30829,"TEPPCO CRUDE PIPELINE, LLC",ONSHORE,TANK,CRUDE OIL,TEXAS CITY,GALVESTON,TX,29.3475,-94.94167,MATERIAL/WELD/EQUIP FAILURE,70,NA,69.5,0.5,NO,NO,NO,NA,0,0,1360,40,0,0,0,0,1400,0
20100134,2010,2010-05-19T10:00:00Z,18718,SUNOCO PIPELINE L.P.,ONSHORE,ABOVEGROUND,CRUDE OIL,LONGVIEW,GREGG,TX,32.48191,-94.83511,MATERIAL/WELD/EQUIP FAILURE,1,0,0,1,NO,NO,NO,NA,0,0,2685,67,0,2000,2116,0,6868,0
20110037,2010,2010-05-19T14:08:00Z,2552,COLONIAL PIPELINE CO,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",AVENEL,NA,NJ,40.57083,-74.25333,MATERIAL/WELD/EQUIP FAILURE,0.38,0,0.02,0.36,NO,NO,NA,NA,0,0,1000,50,0,19000,0,0,20050,0
20100118,2010,2010-05-20T10:30:00Z,2731,CHEVRON PIPE LINE CO,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",GORDON,PALO PINTO,TX,32.56184,-98.350678,CORROSION,4.1,115,0,4.1,NO,NO,YES,0,0,0,35000,20000,0,15000,0,0,70000,4880
20100114,2010,2010-05-20T15:50:00Z,1845,"BUCKEYE PARTNERS, LP",ONSHORE,TRANSITION AREA,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",LINDEN,UNION,NJ,40.61428,-74.21755,CORROSION,1,0,1,0,NO,NO,YES,0,0,0,169800,25,0,50000,84870,500,305195,1432
20110375,2010,2010-05-20T16:30:00Z,31476,SEMGROUP LP,ONSHORE,UNDERGROUND,CRUDE OIL,HUDSON,STAFFORD,KS,38.1019,-98.856419,CORROSION,0.12,0,0,0.12,NO,NO,NA,0,0,0,10000,12,0,500,500,0,11012,0
20100093,2010,2010-05-20T17:30:00Z,32147,MARATHON PIPE LINE LLC,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",EAST SPARTA,STARK,OH,40.70942,-81.36428,MATERIAL/WELD/EQUIP FAILURE,10,0,10,0,NO,NO,NO,0,0,0,233000,800,0,99257,720000,0,1053057,0
20100119,2010,2010-05-21T13:45:00Z,32334,TC OIL PIPELINE OPERATIONS INC,ONSHORE,UNDERGROUND,CRUDE OIL,CARPENTER,BEADLE,SD,44.62351,-97.92161,MATERIAL/WELD/EQUIP FAILURE,0.11,0,0,0.11,NO,NO,YES,NA,0,0,2500,8,0,155000,50000,0,207508,8340
20100120,2010,2010-05-23T06:30:00Z,300,"PLAINS PIPELINE, L.P.",ONSHORE,UNDERGROUND,CRUDE OIL,COLORADO CITY,SCURRY,TX,32.53091,-100.83715,CORROSION,4,0,4,0,NO,NO,YES,0,0,0,1300,340,0,2445,3350,2530,9965,105
20100121,2010,2010-05-24T09:15:00Z,31580,"MAGELLAN TERMINALS HOLDINGS, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PASADENA,HARRIS,TX,29.71831,-95.18038,MATERIAL/WELD/EQUIP FAILURE,4.5,0,4.5,0,NO,NO,NO,0,0,0,0,0,0,500,25000,0,25500,0
20100124,2010,2010-05-25T11:00:00Z,26149,ALYESKA PIPELINE SERVICE CO,ONSHORE,TANK,CRUDE OIL,DELTA JUNCTION,NA,AK,63.93074,-145.76660999999999,INCORRECT OPERATION,2580,NA,1461,1119,NO,NO,YES,0,0,0,27000000,238000,0,1700000,0,0,28938000,4660
20100125,2010,2010-05-26T19:30:00Z,31666,"ROCKY MOUNTAIN PIPELINE SYSTEM, LLC",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",COMMERCE CITY,ADAMS,CO,39.800348,-104.949162,MATERIAL/WELD/EQUIP FAILURE,4.7,0,0.6,4.1,NO,NO,YES,0,0,0,1000,566,0,3500,0,0,5066,30
20100101,2010,2010-05-27T03:50:00Z,20160,"PETROLOGISTICS OLEFINS, LLC",ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",PLAQUEMINE,IBERVILLE,LA,30.19071,-91.18293,MATERIAL/WELD/EQUIP FAILURE,1.31,0,0,1.31,NO,NO,YES,0,0,0,2720,1500,0,1000,NA,NA,5220,510
20100116,2010,2010-05-27T08:00:00Z,31684,CONOCOPHILLIPS,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",KANSAS CITY,WYANDOTTE,KS,39.12851,-94.60705,MATERIAL/WELD/EQUIP FAILURE,10,0,5,5,NO,NO,NO,0,0,0,6000,1000,0,3500,1200,0,11700,0
20100127,2010,2010-05-27T12:45:00Z,18718,SUNOCO PIPELINE L.P.,ONSHORE,UNDERGROUND,CRUDE OIL,CORSICANA,NAVARRO,TX,32.06839,-96.4708,CORROSION,0.36,0,0,0.36,NO,NO,NO,0,0,0,6428,30,0,2481,560,0,9499,0
20100107,2010,2010-05-27T13:40:00Z,9175,JAYHAWK PIPELINE LLC,ONSHORE,UNDERGROUND,CRUDE OIL,NA,TREGO,KS,38.72582,-99.73018,EXCAVATION DAMAGE,1,0,0,1,NO,NO,YES,0,0,0,1500,65,0,3000,200,0,4765,458
20100110,2010,2010-05-27T15:00:00Z,2552,COLONIAL PIPELINE CO,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",NA,NA,TX,29.718767,-95.179554,MATERIAL/WELD/EQUIP FAILURE,0.83,0,0.83,0,NO,NO,NO,NA,0,0,500,71,0,0,0,4429,5000,0
20100130,2010,2010-05-29T12:34:00Z,395,AMOCO OIL CO,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CONSTANTINE,ST. JOSEPH,MI,41.844019,-85.741131,MATERIAL/WELD/EQUIP FAILURE,2121,0,1001,1120,NO,NO,YES,12,0,0,275000,267246,45000,278000,1100000,0,1965246,5858
20100102,2010,2010-05-29T14:00:00Z,30003,HOUSTON REFINING LP.,ONSHORE,ABOVEGROUND,CRUDE OIL,HOUSTON,HARRIS,TX,29.706473,-95.2338293,MATERIAL/WELD/EQUIP FAILURE,2,NA,1.75,0.25,NO,NO,NO,0,0,0,NA,150,0,NA,NA,NA,150,0
20100131,2010,2010-05-29T17:15:00Z,300,"PLAINS PIPELINE, L.P.",ONSHORE,ABOVEGROUND,CRUDE OIL,CUSHING,LINCOLN,OK,35.93019,-96.74132,MATERIAL/WELD/EQUIP FAILURE,85,0,85,0,NO,NO,YES,0,0,0,0,12000,0,30000,21000,8000,71000,175
20100117,2010,2010-05-31T10:00:00Z,2552,COLONIAL PIPELINE CO,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",SPARTANBURG,SPARTANBURG,SC,34.91801,-81.87401,CORROSION,1.29,0,1.29,0,NO,NO,YES,NA,0,0,12000,58,0,0,10000,0,22058,841
20100139,2010,2010-06-01T10:00:00Z,2731,CHEVRON PIPE LINE CO,ONSHORE,UNDERGROUND,CRUDE OIL,MCKITTRICK,KERN,CA,35.467203,-119.703991,CORROSION,508,0,500,8,NO,NO,YES,0,0,0,59400,600,0,40000,50000,0,150000,368725
20100122,2010,2010-06-01T12:45:00Z,31618,ENTERPRISE PRODUCTS OPERATING LLC,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",DAYTON,LIBERTY,TX,29.88878,-94.84975,EXCAVATION DAMAGE,1,0,0,1,NO,NO,YES,0,0,0,150,0,0,0,0,0,150,11954
20100133,2010,2010-06-03T19:13:00Z,31684,CONOCOPHILLIPS,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",GOLDSMITH,ECTOR,TX,31.98743,-102.63968,CORROSION,4618,NA,0,4618,NO,NO,YES,0,0,0,65262,199000,0,40000,0,0,304262,7097
20100132,2010,2010-06-03T20:21:00Z,32109,ONEOK NGL PIPELINE LP,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",MCCLOUD,LINCOLN,OK,35.55441,-97.10413,MATERIAL/WELD/EQUIP FAILURE,11,68,0,11,NO,NO,YES,0,0,0,1500,199,0,155,0,0,1854,1134
20100138,2010,2010-06-04T11:25:00Z,22855,"KOCH PIPELINE COMPANY, L.P.",ONSHORE,ABOVEGROUND,CRUDE OIL,ALBANY,STEARNS,MN,45.672992,-94.593917,MATERIAL/WELD/EQUIP FAILURE,1.9,0,0,1.9,NO,NO,YES,0,0,0,3000,141,0,7600,0,3000,13741,305
20100128,2010,2010-06-05T10:30:00Z,30755,CITGO PRODUCTS PIPELINE CO,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",VICTORIA,VICTORIA,TX,28.85030001,-97.00220001,MATERIAL/WELD/EQUIP FAILURE,2,0,2,0,NO,NO,YES,0,0,0,88506,252,10000,2000,50000,NA,150758,554
20100115,2010,2010-06-07T08:00:00Z,15774,ENBRIDGE PIPELINES (NORTH DAKOTA) LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,GRENORA,WILLIAMS,ND,48.720363999999996,-101.20851,MATERIAL/WELD/EQUIP FAILURE,1,0,1,0,NO,NO,YES,0,0,0,4700,70,0,300,1000,4000,10070,4769
20100142,2010,2010-06-07T12:50:00Z,32147,MARATHON PIPE LINE LLC,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",ASHMORE,COLES,IL,39.506925,-88.065491,MATERIAL/WELD/EQUIP FAILURE,0.1,0,0.1,0,NO,NO,YES,0,0,0,0,10,0,145736,141318,0,287064,1043
20100135,2010,2010-06-08T10:13:00Z,31174,"SHELL PIPELINE CO., L.P.",ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",NORCO,ST. CHARLES,LA,30.0124001,-90.4019001,MATERIAL/WELD/EQUIP FAILURE,10.7,0,0,10.7,NO,NO,YES,0,0,0,NA,784,NA,NA,NA,NA,784,226
20100140,2010,2010-06-08T15:45:00Z,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",ONSHORE,UNDERGROUND,CRUDE OIL,MARSHFIELD,WOOD,WI,44.67167,-90.24833,MATERIAL/WELD/EQUIP FAILURE,1,0,1,0,NO,NO,YES,0,0,0,8000,0,0,9000,313000,0,330000,1685
20100123,2010,2010-06-08T15:50:00Z,31684,CONOCOPHILLIPS,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",WESTLAKE,CALCASIEU PARISH,LA,30.239547,-93.277717,MATERIAL/WELD/EQUIP FAILURE,3,0,2.99,0.01,NO,NO,YES,0,0,0,61269,NA,NA,15000,NA,NA,76269,2935
